equation,latex_label,section,source_manual_page,source_pdf_page,source_pdf_sha256,reconstructed_page,reconstructed_section,tex_file,tex_line_start,tex_line_end,tex_label_line,latex_snippet_sha256,transcription_status,verification_scope,validation_suite,code_implementation_status,notes
2-237,eq:sodano-direct-n,Ranges and Distances,2-69,98,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-43,Ranges and Distances,manual/chapters/chapter02/04_01_ranges_distances.tex,206,212,211,12c5896166376783b1c6d755f2bd084b36c7fae5b6be29387707fe77b27caa8c,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Sodano direct auxiliary n
2-238,eq:sodano-direct-xi,Ranges and Distances,2-69,98,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-44,Ranges and Distances,manual/chapters/chapter02/04_01_ranges_distances.tex,213,216,215,29e071bf56b5e36819a114ddd468874fb7748f924249cd6bf0c1b5feb0e33591,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Normalized surface distance xi
2-239,eq:sodano-eprime,Ranges and Distances,2-69,98,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-44,Ranges and Distances,manual/chapters/chapter02/04_01_ranges_distances.tex,218,222,221,8994d702edf21d96c7fb23d8cf3afaee460998531d3af4dbe3065966987cb1a5,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Printed Sodano eccentricity factor e prime
2-240,eq:sodano-direct-latitude,Ranges and Distances,2-70,99,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-44,Ranges and Distances,manual/chapters/chapter02/04_01_ranges_distances.tex,225,230,229,f0b401747ef369a28fcc4505618d7343fe73baf7959b4186fd24a62b210961a7,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Direct-method geodetic latitude
2-241,eq:sodano-direct-sin-beta2,Ranges and Distances,2-70,99,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-44,Ranges and Distances,manual/chapters/chapter02/04_01_ranges_distances.tex,232,236,235,763df3e57a2acc1ceb8d609d612362c4b11a692c104d898045faf9ca4e8b6bd1,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Direct-method sine of reduced latitude beta2
2-242,eq:sodano-direct-cos-beta2,Ranges and Distances,2-70,99,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-44,Ranges and Distances,manual/chapters/chapter02/04_01_ranges_distances.tex,237,243,242,724f462ab67ae347f840fe48e65752b5d14e7a3ea6f6469ea6f74305efe9e846,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Direct-method cosine of reduced latitude beta2
2-243,eq:sodano-direct-longitude,Ranges and Distances,2-70,99,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-44,Ranges and Distances,manual/chapters/chapter02/04_01_ranges_distances.tex,245,252,251,22745d3b262d48477ff293c7924e22608f90ab6f3ecbf65a048f64fe14ced16c,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Direct-method longitude
2-244,eq:sodano-direct-l-correction,Ranges and Distances,2-70,99,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-44,Ranges and Distances,manual/chapters/chapter02/04_01_ranges_distances.tex,254,259,258,1077ca9f1f9be3e2d81d006ebe13fa0ab764bef4236d4ffa3d8452608c33c127,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Direct-method longitude correction l
2-245,eq:sodano-direct-backward-azimuth,Ranges and Distances,2-70,99,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-44,Ranges and Distances,manual/chapters/chapter02/04_01_ranges_distances.tex,261,266,265,7227cafe5d0c1d5b86af92d0b0d249ab4d50c375e8afb19fd3bc3c2f6bb0d21e,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Direct-method backward azimuth
2-246,eq:radar-relative-position,Radar Observations,2-71,100,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-44,Radar Observations,manual/chapters/chapter02/04_02_radar_observations.tex,20,23,22,ee17821963984450e8e882b1ed9ba6710c889a7f6988918dfc42750789248792,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Vehicle position relative to radar station
2-247,eq:radar-line-of-sight-unit-vector,Radar Observations,2-71,100,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-44,Radar Observations,manual/chapters/chapter02/04_02_radar_observations.tex,26,29,28,2034186709ba94a2b68936f51ffe8838cd1f9f4d782725a404e2d7d7a89d41bd,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Radar line-of-sight unit vector
2-248,eq:radar-azimuth,Radar Observations,2-71,100,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-44,Radar Observations,manual/chapters/chapter02/04_02_radar_observations.tex,32,37,36,b5ab3cd5555b8053e8f09ab42e69877647eaab7da7bc24bfc9f167c903e69b4e,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Radar azimuth angle
2-249,eq:radar-elevation,Radar Observations,2-71,100,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-46,Radar Observations,manual/chapters/chapter02/04_02_radar_observations.tex,38,41,40,af96b1f5ed5598ab04817189e3a731f2e71f9c3e0057238120b0f3cfd0e728ba,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Radar elevation angle
2-250,eq:radar-range-rate,Radar Observations,2-72,101,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-46,Radar Observations,manual/chapters/chapter02/04_02_radar_observations.tex,55,59,58,fbd633fcd00d476fedf97fc93728583ee9f954f43038ebc14624915bf6ccedac,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,implemented,Radar range rate
2-251,eq:radar-range-acceleration,Radar Observations,2-72,101,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-46,Radar Observations,manual/chapters/chapter02/04_02_radar_observations.tex,60,65,64,269393e8731ca23255e3b3296df130b15a81a02da8a2ce826b157e85b7da8534,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,not yet mapped to an executable mathematics implementation,Radar range acceleration
2-252,eq:radar-unit-vector-rate,Radar Observations,2-72,101,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-46,Radar Observations,manual/chapters/chapter02/04_02_radar_observations.tex,67,73,72,fa1eb1abdd42b36960dcff446a1a9d5db1bf29b07b9953e4810f86cdfa629aae,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,not yet mapped to an executable mathematics implementation,Radar line-of-sight unit-vector rate
2-253,eq:radar-unit-vector-acceleration,Radar Observations,2-72,101,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-46,Radar Observations,manual/chapters/chapter02/04_02_radar_observations.tex,74,81,80,eab02b317ce2bfba7cf5ad330164141f098631d67f798b12ef682dbb093be92b,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,not yet mapped to an executable mathematics implementation,Radar line-of-sight unit-vector acceleration
2-254,eq:radar-azimuth-rate,Radar Observations,2-72,101,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-46,Radar Observations,manual/chapters/chapter02/04_02_radar_observations.tex,83,91,90,fab17fa1dadef6a4d02d009b1c64559743f710dc649167fd89056185501116e5,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,not yet mapped to an executable mathematics implementation,Radar azimuth rate
2-255,eq:radar-azimuth-acceleration,Radar Observations,2-72,101,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-46,Radar Observations,manual/chapters/chapter02/04_02_radar_observations.tex,92,108,107,0d997f112ef16955d86ba7b06da9164c847b7879799edd29d278e6ccad157f1e,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,not yet mapped to an executable mathematics implementation,Radar azimuth acceleration
2-256,eq:radar-elevation-rate,Radar Observations,2-72,101,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-46,Radar Observations,manual/chapters/chapter02/04_02_radar_observations.tex,110,114,113,f63b6881e931dd6cafc3258133deaf0d3d2e92c6b5e50ed28dfd3d5c9ea48b66,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,not yet mapped to an executable mathematics implementation,Radar elevation rate
2-257,eq:radar-elevation-acceleration,Radar Observations,2-72,101,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-46,Radar Observations,manual/chapters/chapter02/04_02_radar_observations.tex,115,120,119,780262743ad2d465361905ef468cf0d7f956fc938a58f591cb1cca7c7c924d3f,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,not yet mapped to an executable mathematics implementation,Radar elevation acceleration
2-258,eq:radar-aspect-sine,Radar Observations,2-73,102,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-46,Radar Observations,manual/chapters/chapter02/04_02_radar_observations.tex,136,140,139,722bcd003260b9a5f221a9a005c882b0728601da719fada247f48532ef91df55,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,not yet mapped to an executable mathematics implementation,Radar aspect-angle sine
2-259,eq:radar-aspect-cosine,Radar Observations,2-73,102,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-46,Radar Observations,manual/chapters/chapter02/04_02_radar_observations.tex,141,144,143,812d535ab4ffc2756d93458e4b06f0224cd879e6e7c92431057e530e1d6d2eb8,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,not yet mapped to an executable mathematics implementation,Radar aspect-angle cosine
2-260,eq:radar-meridional-sine,Radar Observations,2-73,102,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-47,Radar Observations,manual/chapters/chapter02/04_02_radar_observations.tex,146,151,150,a76705737ec5ace7cabd3a691520d1448ec50665666aa365e3b72a4de62bc298,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,not yet mapped to an executable mathematics implementation,Radar meridional-angle sine
2-261,eq:radar-meridional-cosine,Radar Observations,2-73,102,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-47,Radar Observations,manual/chapters/chapter02/04_02_radar_observations.tex,152,157,156,28875e47043675c0178040b641d71075992c8ac6f5772c67b10590fb83e642df,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,not yet mapped to an executable mathematics implementation,Radar meridional-angle cosine
2-262,eq:relative-vehicle-position,Relative Vehicle Calculations,2-74,103,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-47,Relative Vehicle Calculations,manual/chapters/chapter02/04_03_relative_vehicle.tex,22,25,24,8e8c84426d1b8bae4e31a661892cf712325a908ee4332ec4a3fc42383ffbb92c,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,not yet mapped to an executable mathematics implementation,Relative position of the ith vehicle
2-263,eq:relative-vehicle-unit-vector,Relative Vehicle Calculations,2-74,103,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-47,Relative Vehicle Calculations,manual/chapters/chapter02/04_03_relative_vehicle.tex,27,30,29,bf24c6a49125d17fb339fa56e1832b18d1102cf42d7863034ce5c7123937c8da,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,not yet mapped to an executable mathematics implementation,Relative line-of-sight unit vector
2-264,eq:relative-vehicle-azimuth,Relative Vehicle Calculations,2-74,103,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-47,Relative Vehicle Calculations,manual/chapters/chapter02/04_03_relative_vehicle.tex,32,37,36,84638c048ca98b7cb9284f5f5aed00881a27a8d5b3ae33eeb846df1115e37690,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,not yet mapped to an executable mathematics implementation,Relative vehicle azimuth
2-265,eq:relative-vehicle-elevation,Relative Vehicle Calculations,2-74,103,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-47,Relative Vehicle Calculations,manual/chapters/chapter02/04_03_relative_vehicle.tex,38,41,40,3546fcbbb6899ca0144b4f28a9c9c428a78c26da9943f6e6d0c9b56df728e83b,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,not yet mapped to an executable mathematics implementation,Relative vehicle elevation
2-266,eq:iip-aerodynamic-acceleration-coefficients,Initial Impact Point Calculations,2-75,104,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-48,Initial Impact Point Calculations,manual/chapters/chapter02/04_04_iip.tex,15,23,22,92f4053533183c22246ce329fe08889b1acbc0b686c132890a82a539d45f8391,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,not yet mapped to an executable mathematics implementation,IIP aerodynamic acceleration from drag coefficient and ballistic coefficient
2-267,eq:iip-aerodynamic-acceleration-ballistic,Initial Impact Point Calculations,2-75,104,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-48,Initial Impact Point Calculations,manual/chapters/chapter02/04_04_iip.tex,25,29,28,644b39f99d89c773996f380f2b09fe1af2969b67266c2ac1b42d1415b8264b63,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,not yet mapped to an executable mathematics implementation,IIP aerodynamic acceleration using ballistic coefficient
2-268,eq:iip-aerodynamic-acceleration-dynamic-pressure,Initial Impact Point Calculations,2-75,104,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-48,Initial Impact Point Calculations,manual/chapters/chapter02/04_04_iip.tex,31,36,35,a2a10de21287049839b5b18907da4c969c73abef989b7526b9323f71ccccf85e,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,not yet mapped to an executable mathematics implementation,IIP aerodynamic acceleration using dynamic pressure
2-269,eq:iip-wind-velocity-unit-vector,Initial Impact Point Calculations,2-75,104,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-48,Initial Impact Point Calculations,manual/chapters/chapter02/04_04_iip.tex,38,42,41,92ca30cd6d8b0a82d6a11d4f2d841754626d6e391860d38b4275a5d5a30e3b7d,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,not yet mapped to an executable mathematics implementation,IIP air-relative velocity unit vector
2-270,eq:iip-aerodynamic-acceleration-vector,Initial Impact Point Calculations,2-75,104,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-48,Initial Impact Point Calculations,manual/chapters/chapter02/04_04_iip.tex,44,49,48,98b30e3772b5cbfc553bade82b8cd320138fa34b93cbe3f2c399d6692fc28794,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,not yet mapped to an executable mathematics implementation,IIP aerodynamic acceleration vector form
2-271,eq:ballistic-coefficient,Aerodynamic Variables,2-77,106,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-48,Aerodynamic Variables,manual/chapters/chapter02/04_05_aerodynamic_variables.tex,5,10,9,8530a871d3d3fe33a2202dffb892d0a1672af9492a0d8be044d8f427b0f02c1f,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,not yet mapped to an executable mathematics implementation,Ballistic coefficient
2-272,eq:lift-to-drag-ratio,Aerodynamic Variables,2-77,106,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-49,Aerodynamic Variables,manual/chapters/chapter02/04_05_aerodynamic_variables.tex,19,24,23,6ab3bc6f8223ae549725c2a4c789f0c006207b6e5f77d011aa695f20c1e63fb5,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section24.py,not yet mapped to an executable mathematics implementation,Lift-to-drag ratio
2-273,eq:parabolic-guidance-state,Control Variable Solution Process,2-82,111,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-52,Control Variable Solution Process,manual/chapters/chapter02/05_01_control_variable_solution.tex,58,61,60,eefd37717a7d25fbbb0781a98164083313bd5cc8c3ff701d1e19db39435816f3,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section25.py,not yet mapped to an executable mathematics implementation,Parabolic desired-state transition
2-274,eq:parabolic-guidance-rate,Control Variable Solution Process,2-82,111,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-52,Control Variable Solution Process,manual/chapters/chapter02/05_01_control_variable_solution.tex,63,66,65,7b223651321d7e98f6aadc62c30caa236cffc030aed85528a7a340e07784ff78,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section25.py,not yet mapped to an executable mathematics implementation,Derivative of parabolic desired-state transition
2-275,eq:parabolic-guidance-a,Control Variable Solution Process,2-83,112,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-52,Control Variable Solution Process,manual/chapters/chapter02/05_01_control_variable_solution.tex,68,73,72,dabf068990c3ae66a2dd59a7c710dec178b789a58e02ff8f0eb7dc9a10ab5de9,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section25.py,not yet mapped to an executable mathematics implementation,Parabolic transition coefficient a
2-276,eq:parabolic-guidance-b,Control Variable Solution Process,2-83,112,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-52,Control Variable Solution Process,manual/chapters/chapter02/05_01_control_variable_solution.tex,74,77,76,331a909021ee7c90ee4801a3950628821a2072b1e6ae8d585b83060953027dfd,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section25.py,not yet mapped to an executable mathematics implementation,Parabolic transition coefficient b
2-277,eq:cubic-guidance-state,Control Variable Solution Process,2-83,112,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-53,Control Variable Solution Process,manual/chapters/chapter02/05_01_control_variable_solution.tex,97,100,99,c3975c8638a7824322dd3ef564183ec9ca9028d921e3a40cdc5b3c781d0bbecf,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section25.py,not yet mapped to an executable mathematics implementation,Cubic desired-state transition
2-278,eq:cubic-guidance-acceleration,Control Variable Solution Process,2-83,112,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-53,Control Variable Solution Process,manual/chapters/chapter02/05_01_control_variable_solution.tex,102,105,104,67a8281e36b684fce3b0b1296924aeb82635693fc4c16688a1d845b4b7d20ddc,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section25.py,not yet mapped to an executable mathematics implementation,Second derivative of cubic transition
2-279,eq:cubic-guidance-b,Control Variable Solution Process,2-83,112,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-53,Control Variable Solution Process,manual/chapters/chapter02/05_01_control_variable_solution.tex,108,119,118,b05701acd24461dbf2e0166941b191593ed0633d9e25f46c39497ea7e2b79428,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section25.py,not yet mapped to an executable mathematics implementation,Cubic transition coefficient b
2-280,eq:cubic-guidance-a,Control Variable Solution Process,2-84,113,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-53,Control Variable Solution Process,manual/chapters/chapter02/05_01_control_variable_solution.tex,120,123,122,f744d3835fb9725a72ca1088b00a82d72fa1f430d703e9a6f18340097fc6e411,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section25.py,not yet mapped to an executable mathematics implementation,Cubic transition coefficient a
2-281,eq:guidance-newton-update,Control Variable Solution Process,2-84,113,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-53,Control Variable Solution Process,manual/chapters/chapter02/05_01_control_variable_solution.tex,130,133,132,56c428ba3b6a08538aa0fa369770929125113d49ea4747ba68c6371bf2009165,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section25.py,not yet mapped to an executable mathematics implementation,Multidimensional Newton-Raphson update
2-282,eq:guidance-jacobian,Control Variable Solution Process,2-84,113,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-53,Control Variable Solution Process,manual/chapters/chapter02/05_01_control_variable_solution.tex,135,150,149,8101ddb754cde417f6f390178fe1cf5291e5cd4a9dcc52839c2699f2b52808de,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section25.py,not yet mapped to an executable mathematics implementation,Guidance residual Jacobian matrix
2-283,eq:guidance-gaussian-system,Control Variable Solution Process,2-84,113,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-53,Control Variable Solution Process,manual/chapters/chapter02/05_01_control_variable_solution.tex,153,156,155,7db8275912065475ca6659020459031bd71cd742ac8ba9e164894ca0f1333633,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section25.py,not yet mapped to an executable mathematics implementation,Gaussian-elimination linear system
2-284,eq:predictive-intercept-position-equality,Intercepts and Proportional Navigation,2-85,114,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-54,Intercepts and Proportional Navigation,manual/chapters/chapter02/05_02_intercepts_proportional_navigation.tex,25,29,28,c6e0006c018018a742e33b286b567befa4b781cd8f68a9368d51f22ae900cdd0,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section25.py,not yet mapped to an executable mathematics implementation,Nonaccelerating intercept position equality
2-285,eq:predictive-time-to-intercept,Intercepts and Proportional Navigation,2-85,114,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-54,Intercepts and Proportional Navigation,manual/chapters/chapter02/05_02_intercepts_proportional_navigation.tex,31,35,34,4f35c9fa324a2c2377442e2ac475d0e6bea2ab40563bec59043de54786b3e55a,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section25.py,not yet mapped to an executable mathematics implementation,Estimated time to intercept
2-286,eq:predictive-intercept-point,Intercepts and Proportional Navigation,2-85,114,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-54,Intercepts and Proportional Navigation,manual/chapters/chapter02/05_02_intercepts_proportional_navigation.tex,37,42,41,9dbb5ab59c52be8cff3ffc7b5415b5c72ce4a6b8d2dc1d8b3b3161bf3fac399a,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section25.py,not yet mapped to an executable mathematics implementation,Predicted intercept point
2-287,eq:line-of-sight-yaw,Intercepts and Proportional Navigation,2-87,116,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-54,Intercepts and Proportional Navigation,manual/chapters/chapter02/05_02_intercepts_proportional_navigation.tex,71,76,75,3e21843d5c1c58c3ffc92aeeb6be7a742c14532decabfd04477207ce3ce680ce,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section25.py,not yet mapped to an executable mathematics implementation,Line-of-sight yaw angle
2-288,eq:line-of-sight-pitch,Intercepts and Proportional Navigation,2-87,116,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-54,Intercepts and Proportional Navigation,manual/chapters/chapter02/05_02_intercepts_proportional_navigation.tex,77,83,82,6bb11df3bb7ce530f82f55e3f7863f5fdf18998777fff940be1f9853c8b133b0,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section25.py,not yet mapped to an executable mathematics implementation,Line-of-sight pitch angle
2-289,eq:line-of-sight-yaw-rate,Intercepts and Proportional Navigation,2-87,116,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-55,Intercepts and Proportional Navigation,manual/chapters/chapter02/05_02_intercepts_proportional_navigation.tex,85,93,92,7a217477bd51f8f6999369015a6b2ce4fc86d22909bf08623af1073d7306b0d7,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section25.py,not yet mapped to an executable mathematics implementation,Line-of-sight yaw rate
2-290,eq:line-of-sight-pitch-rate,Intercepts and Proportional Navigation,2-87,116,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-55,Intercepts and Proportional Navigation,manual/chapters/chapter02/05_02_intercepts_proportional_navigation.tex,94,113,112,fb502555f98547864adeda6f54de437c80024011109e713dd5eb69dd8cf8a8f1,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section25.py,not yet mapped to an executable mathematics implementation,Line-of-sight pitch rate
2-291,eq:proportional-navigation-yaw-acceleration,Intercepts and Proportional Navigation,2-87,116,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-55,Intercepts and Proportional Navigation,manual/chapters/chapter02/05_02_intercepts_proportional_navigation.tex,115,118,117,b347524da560421c71566e7ddbf2424148a797e77743781eec5061f3ad635337,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section25.py,not yet mapped to an executable mathematics implementation,Proportional-navigation yaw acceleration
2-292,eq:proportional-navigation-pitch-acceleration,Intercepts and Proportional Navigation,2-87,116,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-55,Intercepts and Proportional Navigation,manual/chapters/chapter02/05_02_intercepts_proportional_navigation.tex,119,122,121,497d18b5517f13a1944a204f37dbca6f447fcdd227cd47d5eff114c9df83dc94,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section25.py,not yet mapped to an executable mathematics implementation,Proportional-navigation pitch acceleration
2-293,eq:proportional-navigation-closure-velocity,Intercepts and Proportional Navigation,2-87,116,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-55,Intercepts and Proportional Navigation,manual/chapters/chapter02/05_02_intercepts_proportional_navigation.tex,125,129,128,f4741b13f1b14375f49ca6d40328538b74b6f1e2ed1564d87ac64007869be196,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section25.py,not yet mapped to an executable mathematics implementation,Closure velocity
2-294,eq:source-los-pitch-rotation,Intercepts and Proportional Navigation,2-87,116,da9686bf1191d28b5bf4242a43040c30e13f1e9a375d7868654f4172b9181f5b,2-55,Intercepts and Proportional Navigation,manual/chapters/chapter02/05_02_intercepts_proportional_navigation.tex,133,141,140,8e972c4337b7335b4a1900c4c49a1439fff0e5fc7f5fad76402a3e7998397b8e,visually_verified,visual transcription plus section-level structural and selected numerical checks,tools/check_chapter02_section25.py,not yet mapped to an executable mathematics implementation,First printed line-of-sight rotation matrix
